"raceId","driverId","driverRef","constructorId","constructorRef","grid","position","points","fastestLapSpeed","stop","driver_highlight"
1052,1,"hamilton",131,"mercedes",2,1,25,"207.235",1,"hamilton"
1052,830,"max_verstappen",9,"red_bull",1,2,18,"208.984",1,"max_verstappen"
1052,822,"bottas",131,"mercedes",3,3,16,"211.566",1,"Other"
1052,846,"norris",1,"mclaren",7,4,12,"206.398",1,"Other"
1052,815,"perez",9,"red_bull",0,5,10,"207.334",1,"Other"
1052,844,"leclerc",6,"ferrari",4,6,8,"205.112",1,"Other"
1052,817,"ricciardo",1,"mclaren",6,7,6,"205.233",1,"Other"
1052,832,"sainz",6,"ferrari",8,8,4,"206.151",1,"Other"
1052,852,"tsunoda",213,"alphatauri",13,9,2,"205.603",1,"Other"
1052,840,"stroll",117,"aston_martin",10,10,1,"205.378",1,"Other"
1052,8,"raikkonen",51,"alfa",14,11,0,"204.672",1,"Other"
1052,841,"giovinazzi",51,"alfa",12,12,0,"204.823",1,"Other"
1052,839,"ocon",214,"alpine",16,13,0,"204.548",1,"Other"
1052,847,"russell",3,"williams",15,14,0,"205.008",1,"Other"
1052,20,"vettel",117,"aston_martin",20,15,0,"203.871",1,"Other"
1052,854,"mick_schumacher",210,"haas",18,16,0,"202.667",1,"Other"
1052,842,"gasly",213,"alphatauri",5,17,0,"207.069",1,"Other"
1052,849,"latifi",3,"williams",17,18,0,"201.685",1,"Other"
1052,4,"alonso",214,"alpine",9,0,0,"202.816",1,"Other"
1052,853,"mazepin",210,"haas",19,0,0,"\N",NA,"Other"
1053,830,"max_verstappen",9,"red_bull",3,1,25,"227.960",1,"max_verstappen"
1053,1,"hamilton",131,"mercedes",1,2,19,"230.403",1,"hamilton"
1053,846,"norris",1,"mclaren",7,3,15,"225.819",1,"Other"
1053,844,"leclerc",6,"ferrari",4,4,12,"225.473",1,"Other"
1053,832,"sainz",6,"ferrari",11,5,10,"225.154",1,"Other"
1053,817,"ricciardo",1,"mclaren",6,6,8,"222.739",1,"Other"
1053,842,"gasly",213,"alphatauri",5,7,6,"223.718",1,"Other"
1053,840,"stroll",117,"aston_martin",10,8,4,"224.320",1,"Other"
1053,839,"ocon",214,"alpine",9,9,2,"222.512",1,"Other"
1053,4,"alonso",214,"alpine",15,10,1,"222.526",1,"Other"
1053,815,"perez",9,"red_bull",2,11,0,"222.585",1,"Other"
1053,852,"tsunoda",213,"alphatauri",20,12,0,"225.603",1,"Other"
1053,8,"raikkonen",51,"alfa",16,13,0,"225.548",1,"Other"
1053,841,"giovinazzi",51,"alfa",17,14,0,"222.378",1,"Other"
1053,20,"vettel",117,"aston_martin",0,15,0,"223.491",1,"Other"
1053,854,"mick_schumacher",210,"haas",18,16,0,"223.156",1,"Other"
1053,853,"mazepin",210,"haas",19,17,0,"219.800",1,"Other"
1053,822,"bottas",131,"mercedes",8,0,0,"199.721",1,"Other"
1053,847,"russell",3,"williams",12,0,0,"204.203",1,"Other"
1053,849,"latifi",3,"williams",14,0,0,"\N",NA,"Other"
1054,1,"hamilton",131,"mercedes",2,1,25,"206.971",1,"hamilton"
1054,830,"max_verstappen",9,"red_bull",3,2,18,"207.581",1,"max_verstappen"
1054,822,"bottas",131,"mercedes",1,3,16,"209.738",1,"Other"
1054,815,"perez",9,"red_bull",4,4,12,"207.715",1,"Other"
1054,846,"norris",1,"mclaren",7,5,10,"205.038",1,"Other"
1054,844,"leclerc",6,"ferrari",8,6,8,"205.541",1,"Other"
1054,839,"ocon",214,"alpine",6,7,6,"204.562",1,"Other"
1054,4,"alonso",214,"alpine",13,8,4,"206.718",1,"Other"
1054,817,"ricciardo",1,"mclaren",16,9,2,"204.310",1,"Other"
1054,842,"gasly",213,"alphatauri",9,10,1,"204.243",1,"Other"
1054,832,"sainz",6,"ferrari",5,11,0,"203.471",1,"Other"
1054,841,"giovinazzi",51,"alfa",12,12,0,"203.862",1,"Other"
1054,20,"vettel",117,"aston_martin",10,13,0,"203.246",1,"Other"
1054,840,"stroll",117,"aston_martin",17,14,0,"204.352",1,"Other"
1054,852,"tsunoda",213,"alphatauri",14,15,0,"204.133",1,"Other"
1054,847,"russell",3,"williams",11,16,0,"202.661",1,"Other"
1054,854,"mick_schumacher",210,"haas",19,17,0,"202.414",1,"Other"
1054,849,"latifi",3,"williams",18,18,0,"201.440",1,"Other"
1054,853,"mazepin",210,"haas",20,19,0,"200.270",1,"Other"
1054,8,"raikkonen",51,"alfa",15,0,0,"\N",NA,"Other"
1055,1,"hamilton",131,"mercedes",1,1,25,"208.640",1,"hamilton"
1055,830,"max_verstappen",9,"red_bull",2,2,19,"215.357",1,"max_verstappen"
1055,822,"bottas",131,"mercedes",3,3,15,"211.884",1,"Other"
1055,844,"leclerc",6,"ferrari",4,4,12,"209.174",1,"Other"
1055,815,"perez",9,"red_bull",8,5,10,"211.743",1,"Other"
1055,817,"ricciardo",1,"mclaren",7,6,8,"205.612",1,"Other"
1055,832,"sainz",6,"ferrari",6,7,6,"206.330",1,"Other"
1055,846,"norris",1,"mclaren",9,8,4,"207.064",1,"Other"
1055,839,"ocon",214,"alpine",5,9,2,"202.014",1,"Other"
1055,842,"gasly",213,"alphatauri",12,10,1,"206.820",1,"Other"
1055,840,"stroll",117,"aston_martin",11,11,0,"203.735",1,"Other"
1055,8,"raikkonen",51,"alfa",17,12,0,"203.094",1,"Other"
1055,20,"vettel",117,"aston_martin",13,13,0,"203.211",1,"Other"
1055,847,"russell",3,"williams",15,14,0,"202.264",1,"Other"
1055,841,"giovinazzi",51,"alfa",14,15,0,"203.255",1,"Other"
1055,849,"latifi",3,"williams",19,16,0,"203.003",1,"Other"
1055,4,"alonso",214,"alpine",10,17,0,"207.311",1,"Other"
1055,854,"mick_schumacher",210,"haas",18,18,0,"203.661",1,"Other"
1055,853,"mazepin",210,"haas",20,19,0,"200.261",1,"Other"
1055,852,"tsunoda",213,"alphatauri",16,0,0,"198.408",NA,"Other"
1056,832,"sainz",6,"ferrari",4,2,18,"160.989",1,"Other"
1056,830,"max_verstappen",9,"red_bull",2,1,25,"160.929",1,"max_verstappen"
1056,846,"norris",1,"mclaren",5,3,15,"160.883",1,"Other"
1056,815,"perez",9,"red_bull",9,4,12,"161.138",1,"Other"
1056,20,"vettel",117,"aston_martin",8,5,10,"159.503",1,"Other"
1056,842,"gasly",213,"alphatauri",6,6,8,"159.300",1,"Other"
1056,1,"hamilton",131,"mercedes",7,7,7,"164.769",1,"hamilton"
1056,840,"stroll",117,"aston_martin",13,8,4,"160.875",1,"Other"
1056,839,"ocon",214,"alpine",11,9,2,"159.503",1,"Other"
1056,841,"giovinazzi",51,"alfa",10,10,1,"159.472",1,"Other"
1056,8,"raikkonen",51,"alfa",14,11,0,"160.237",1,"Other"
1056,817,"ricciardo",1,"mclaren",12,12,0,"161.082",1,"Other"
1056,4,"alonso",214,"alpine",17,13,0,"160.120",1,"Other"
1056,847,"russell",3,"williams",15,14,0,"159.033",1,"Other"
1056,849,"latifi",3,"williams",18,15,0,"158.961",1,"Other"
1056,852,"tsunoda",213,"alphatauri",16,16,0,"162.259",1,"Other"
1056,853,"mazepin",210,"haas",19,17,0,"156.287",1,"Other"
1056,854,"mick_schumacher",210,"haas",20,18,0,"157.189",1,"Other"
1056,822,"bottas",131,"mercedes",3,0,0,"158.682",NA,"Other"
1056,844,"leclerc",6,"ferrari",1,0,0,"\N",NA,"Other"
1057,815,"perez",9,"red_bull",6,1,25,"206.432",1,"Other"
1057,20,"vettel",117,"aston_martin",11,2,18,"206.032",1,"Other"
1057,842,"gasly",213,"alphatauri",4,3,15,"205.386",1,"Other"
1057,844,"leclerc",6,"ferrari",1,4,12,"205.071",1,"Other"
1057,846,"norris",1,"mclaren",9,5,10,"205.180",1,"Other"
1057,4,"alonso",214,"alpine",8,6,8,"204.601",1,"Other"
1057,852,"tsunoda",213,"alphatauri",7,7,6,"205.936",1,"Other"
1057,832,"sainz",6,"ferrari",5,8,4,"204.454",1,"Other"
1057,817,"ricciardo",1,"mclaren",13,9,2,"204.428",1,"Other"
1057,8,"raikkonen",51,"alfa",14,10,1,"204.645",1,"Other"
1057,841,"giovinazzi",51,"alfa",20,11,0,"204.696",1,"Other"
1057,822,"bottas",131,"mercedes",10,12,0,"204.521",1,"Other"
1057,854,"mick_schumacher",210,"haas",17,13,0,"200.799",1,"Other"
1057,853,"mazepin",210,"haas",18,14,0,"200.569",1,"Other"
1057,1,"hamilton",131,"mercedes",2,15,0,"206.270",1,"hamilton"
1057,849,"latifi",3,"williams",16,16,0,"202.712",1,"Other"
1057,847,"russell",3,"williams",15,0,0,"203.954",1,"Other"
1057,830,"max_verstappen",9,"red_bull",3,0,0,"206.839",1,"max_verstappen"
1057,840,"stroll",117,"aston_martin",19,0,0,"203.478",NA,"Other"
1057,839,"ocon",214,"alpine",12,0,0,"194.955",NA,"Other"
1059,830,"max_verstappen",9,"red_bull",1,1,26,"218.156",1,"max_verstappen"
1059,1,"hamilton",131,"mercedes",2,2,18,"215.903",1,"hamilton"
1059,815,"perez",9,"red_bull",4,3,15,"217.504",1,"Other"
1059,822,"bottas",131,"mercedes",3,4,12,"216.905",1,"Other"
1059,846,"norris",1,"mclaren",8,5,10,"215.870",1,"Other"
1059,817,"ricciardo",1,"mclaren",10,6,8,"213.896",1,"Other"
1059,842,"gasly",213,"alphatauri",6,7,6,"214.378",1,"Other"
1059,4,"alonso",214,"alpine",9,8,4,"215.382",1,"Other"
1059,20,"vettel",117,"aston_martin",12,9,2,"216.508",1,"Other"
1059,840,"stroll",117,"aston_martin",19,10,1,"214.981",1,"Other"
1059,832,"sainz",6,"ferrari",5,11,0,"212.584",1,"Other"
1059,847,"russell",3,"williams",14,12,0,"213.918",1,"Other"
1059,852,"tsunoda",213,"alphatauri",0,13,0,"212.479",1,"Other"
1059,839,"ocon",214,"alpine",11,14,0,"213.200",1,"Other"
1059,841,"giovinazzi",51,"alfa",13,15,0,"213.077",1,"Other"
1059,844,"leclerc",6,"ferrari",7,16,0,"215.304",1,"Other"
1059,8,"raikkonen",51,"alfa",17,17,0,"214.621",1,"Other"
1059,849,"latifi",3,"williams",16,18,0,"213.920",1,"Other"
1059,854,"mick_schumacher",210,"haas",15,19,0,"212.765",1,"Other"
1059,853,"mazepin",210,"haas",18,20,0,"211.758",1,"Other"
1058,830,"max_verstappen",9,"red_bull",1,1,25,"228.542",1,"max_verstappen"
1058,1,"hamilton",131,"mercedes",2,2,19,"231.811",1,"hamilton"
1058,822,"bottas",131,"mercedes",5,3,15,"226.537",1,"Other"
1058,815,"perez",9,"red_bull",4,4,12,"228.956",1,"Other"
1058,846,"norris",1,"mclaren",3,5,10,"225.604",1,"Other"
1058,832,"sainz",6,"ferrari",12,6,8,"226.570",1,"Other"
1058,844,"leclerc",6,"ferrari",7,7,6,"226.145",1,"Other"
1058,840,"stroll",117,"aston_martin",9,8,4,"222.746",1,"Other"
1058,4,"alonso",214,"alpine",8,9,2,"222.867",1,"Other"
1058,852,"tsunoda",213,"alphatauri",11,10,1,"223.184",1,"Other"
1058,8,"raikkonen",51,"alfa",18,11,0,"224.869",1,"Other"
1058,20,"vettel",117,"aston_martin",14,12,0,"222.637",1,"Other"
1058,817,"ricciardo",1,"mclaren",13,13,0,"224.295",1,"Other"
1058,839,"ocon",214,"alpine",17,14,0,"223.421",1,"Other"
1058,841,"giovinazzi",51,"alfa",15,15,0,"222.950",1,"Other"
1058,854,"mick_schumacher",210,"haas",19,16,0,"222.052",1,"Other"
1058,849,"latifi",3,"williams",16,17,0,"221.739",1,"Other"
1058,853,"mazepin",210,"haas",20,18,0,"219.092",1,"Other"
1058,847,"russell",3,"williams",10,0,0,"220.496",1,"Other"
1058,842,"gasly",213,"alphatauri",6,0,0,"\N",NA,"Other"
1060,830,"max_verstappen",9,"red_bull",1,1,26,"234.815",1,"max_verstappen"
1060,822,"bottas",131,"mercedes",5,2,18,"227.349",1,"Other"
1060,846,"norris",1,"mclaren",2,3,15,"227.027",1,"Other"
1060,1,"hamilton",131,"mercedes",4,4,12,"228.177",1,"hamilton"
1060,832,"sainz",6,"ferrari",10,5,10,"229.402",1,"Other"
1060,815,"perez",9,"red_bull",3,6,8,"227.956",1,"Other"
1060,817,"ricciardo",1,"mclaren",13,7,6,"225.876",1,"Other"
1060,844,"leclerc",6,"ferrari",12,8,4,"226.277",1,"Other"
1060,842,"gasly",213,"alphatauri",6,9,2,"228.110",1,"Other"
1060,4,"alonso",214,"alpine",14,10,1,"227.246",1,"Other"
1060,847,"russell",3,"williams",8,11,0,"225.613",1,"Other"
1060,852,"tsunoda",213,"alphatauri",7,12,0,"227.080",1,"Other"
1060,840,"stroll",117,"aston_martin",9,13,0,"226.405",1,"Other"
1060,841,"giovinazzi",51,"alfa",15,14,0,"225.149",1,"Other"
1060,8,"raikkonen",51,"alfa",16,15,0,"225.699",1,"Other"
1060,849,"latifi",3,"williams",18,16,0,"226.865",1,"Other"
1060,20,"vettel",117,"aston_martin",11,17,0,"227.196",1,"Other"
1060,854,"mick_schumacher",210,"haas",19,18,0,"224.007",1,"Other"
1060,853,"mazepin",210,"haas",20,19,0,"222.842",1,"Other"
1060,839,"ocon",214,"alpine",17,0,0,"\N",NA,"Other"
1061,1,"hamilton",131,"mercedes",2,1,25,"236.430",1,"hamilton"
1061,844,"leclerc",6,"ferrari",4,2,18,"234.159",1,"Other"
1061,822,"bottas",131,"mercedes",3,3,15,"234.275",1,"Other"
1061,846,"norris",1,"mclaren",5,4,12,"231.979",1,"Other"
1061,817,"ricciardo",1,"mclaren",6,5,10,"232.325",1,"Other"
1061,832,"sainz",6,"ferrari",10,6,8,"232.480",1,"Other"
1061,4,"alonso",214,"alpine",7,7,6,"231.276",1,"Other"
1061,840,"stroll",117,"aston_martin",14,8,4,"230.537",1,"Other"
1061,839,"ocon",214,"alpine",9,9,2,"229.992",1,"Other"
1061,852,"tsunoda",213,"alphatauri",16,10,1,"233.497",1,"Other"
1061,842,"gasly",213,"alphatauri",11,11,0,"234.945",1,"Other"
1061,847,"russell",3,"williams",12,12,0,"230.394",1,"Other"
1061,841,"giovinazzi",51,"alfa",15,13,0,"229.653",1,"Other"
1061,849,"latifi",3,"williams",17,14,0,"229.328",1,"Other"
1061,8,"raikkonen",51,"alfa",13,15,0,"230.780",1,"Other"
1061,815,"perez",9,"red_bull",0,16,0,"239.317",1,"Other"
1061,853,"mazepin",210,"haas",19,17,0,"228.262",1,"Other"
1061,854,"mick_schumacher",210,"haas",18,18,0,"228.377",1,"Other"
1061,20,"vettel",117,"aston_martin",8,0,0,"227.894",1,"Other"
1061,830,"max_verstappen",9,"red_bull",1,0,0,"\N",NA,"max_verstappen"
1062,839,"ocon",214,"alpine",8,1,25,"193.704",1,"Other"
1062,1,"hamilton",131,"mercedes",1,2,18,"200.363",1,"hamilton"
1062,832,"sainz",6,"ferrari",15,3,15,"193.699",1,"Other"
1062,4,"alonso",214,"alpine",9,4,12,"196.264",1,"Other"
1062,842,"gasly",213,"alphatauri",5,5,11,"201.183",1,"Other"
1062,852,"tsunoda",213,"alphatauri",16,6,8,"191.286",1,"Other"
1062,849,"latifi",3,"williams",18,7,6,"190.406",1,"Other"
1062,847,"russell",3,"williams",17,8,4,"192.074",1,"Other"
1062,830,"max_verstappen",9,"red_bull",3,9,2,"194.843",1,"max_verstappen"
1062,8,"raikkonen",51,"alfa",13,10,1,"193.473",1,"Other"
1062,817,"ricciardo",1,"mclaren",11,11,0,"190.473",1,"Other"
1062,854,"mick_schumacher",210,"haas",20,12,0,"190.683",1,"Other"
1062,841,"giovinazzi",51,"alfa",0,13,0,"190.625",1,"Other"
1062,853,"mazepin",210,"haas",19,0,0,"\N",1,"Other"
1062,846,"norris",1,"mclaren",6,0,0,"\N",1,"Other"
1062,822,"bottas",131,"mercedes",2,0,0,"\N",NA,"Other"
1062,815,"perez",9,"red_bull",4,0,0,"\N",NA,"Other"
1062,844,"leclerc",6,"ferrari",7,0,0,"\N",NA,"Other"
